Leading Cancer Sites,States,Year,Age Groups,Gender,Gender Code,Count,Population,Crude Rate,Region,Age_Flag,Age_max
Myeloma,Georgia,2018,85+ years,Female,F,40.0,96877.0,41.3,South,Elderly group,89.0
Myeloma,Illinois,2018,50-54 years,Female,F,18.0,415869.0,4.3,Mid-West,Middle age group,54.0
Myeloma,Illinois,2018,55-59 years,Female,F,53.0,443789.0,11.9,Mid-West,Middle age group,59.0
Myeloma,Illinois,2018,60-64 years ,Female,F,68.0,413648.0,16.4,Mid-West,Middle age group,64.0
Myeloma,Illinois,2018,65-69 years,Female,F,86.0,343373.0,25.0,Mid-West,Elderly group,69.0
Myeloma,Illinois,2018,70-74 years,Female,F,69.0,266233.0,25.9,Mid-West,Elderly group,74.0
Myeloma,Illinois,2018,75-79 years,Female,F,72.0,196163.0,36.7,Mid-West,Elderly group,79.0
Myeloma,Illinois,2018,80-84 years,Female,F,54.0,138556.0,39.0,Mid-West,Elderly group,84.0
Myeloma,Illinois,2018,85+ years,Female,F,51.0,175970.0,29.0,Mid-West,Elderly group,89.0
Myeloma,Indiana,2018,50-54 years,Female,F,16.0,212156.0,7.5,Mid-West,Middle age group,54.0
Myeloma,Indiana,2018,55-59 years,Female,F,22.0,230466.0,9.5,Mid-West,Middle age group,59.0
Myeloma,Indiana,2018,60-64 years ,Female,F,33.0,217674.0,15.2,Mid-West,Middle age group,64.0
Myeloma,Indiana,2018,65-69 years,Female,F,37.0,184165.0,20.1,Mid-West,Elderly group,69.0
Myeloma,Indiana,2018,70-74 years,Female,F,37.0,142042.0,26.0,Mid-West,Elderly group,74.0
Myeloma,Indiana,2018,75-79 years,Female,F,36.0,103116.0,34.9,Mid-West,Elderly group,79.0
Myeloma,Indiana,2018,80-84 years,Female,F,22.0,71943.0,30.6,Mid-West,Elderly group,84.0
Myeloma,Indiana,2018,85+ years,Female,F,22.0,86500.0,25.4,Mid-West,Elderly group,89.0
Myeloma,Iowa,2018,65-69 years,Female,F,20.0,88190.0,22.7,Mid-West,Elderly group,69.0
Myeloma,Iowa,2018,75-79 years,Female,F,23.0,50633.0,45.4,Mid-West,Elderly group,79.0
Myeloma,Iowa,2018,85+ years,Female,F,22.0,52181.0,42.2,Mid-West,Elderly group,89.0
Myeloma,Kansas,2018,65-69 years,Female,F,16.0,77529.0,20.6,Mid-West,Elderly group,69.0
Myeloma,Kentucky,2018,60-64 years ,Female,F,23.0,151051.0,15.2,South,Middle age group,64.0
Myeloma,Kentucky,2018,65-69 years,Female,F,32.0,129301.0,24.7,South,Elderly group,69.0
Myeloma,Kentucky,2018,70-74 years,Female,F,27.0,101801.0,26.5,South,Elderly group,74.0
Myeloma,Kentucky,2018,75-79 years,Female,F,20.0,72668.0,27.5,South,Elderly group,79.0
Myeloma,Kentucky,2018,80-84 years,Female,F,25.0,48952.0,51.1,South,Elderly group,84.0
Myeloma,Kentucky,2018,85+ years,Female,F,20.0,53733.0,37.2,South,Elderly group,89.0
Myeloma,Louisiana,2018,50-54 years,Female,F,16.0,148538.0,10.8,South,Middle age group,54.0
Myeloma,Louisiana,2018,55-59 years,Female,F,19.0,162521.0,11.7,South,Middle age group,59.0
Myeloma,Louisiana,2018,60-64 years ,Female,F,36.0,154516.0,23.3,South,Middle age group,64.0
Myeloma,Louisiana,2018,65-69 years,Female,F,42.0,129471.0,32.4,South,Elderly group,69.0
Myeloma,Louisiana,2018,70-74 years,Female,F,27.0,100206.0,26.9,South,Elderly group,74.0
Myeloma,Louisiana,2018,75-79 years,Female,F,30.0,71291.0,42.1,South,Elderly group,79.0
Myeloma,Louisiana,2018,85+ years,Female,F,16.0,53158.0,30.1,South,Elderly group,89.0
Myeloma,Maryland,2018,50-54 years,Female,F,19.0,219605.0,8.7,South,Middle age group,54.0
Myeloma,Maryland,2018,55-59 years,Female,F,22.0,226072.0,9.7,South,Middle age group,59.0
Myeloma,Maryland,2018,60-64 years ,Female,F,44.0,201054.0,21.9,South,Middle age group,64.0
Myeloma,Maryland,2018,65-69 years,Female,F,37.0,166371.0,22.2,South,Elderly group,69.0
Myeloma,Maryland,2018,70-74 years,Female,F,38.0,131206.0,29.0,South,Elderly group,74.0
Myeloma,Maryland,2018,75-79 years,Female,F,31.0,92037.0,33.7,South,Elderly group,79.0
Myeloma,Maryland,2018,80-84 years,Female,F,30.0,61699.0,48.6,South,Elderly group,84.0
Myeloma,Maryland,2018,85+ years,Female,F,28.0,77534.0,36.1,South,Elderly group,89.0
Myeloma,Massachusetts,2018,55-59 years,Female,F,21.0,253596.0,8.3,North-East,Middle age group,59.0
Myeloma,Massachusetts,2018,60-64 years ,Female,F,36.0,233471.0,15.4,North-East,Middle age group,64.0
Myeloma,Massachusetts,2018,65-69 years,Female,F,47.0,195380.0,24.1,North-East,Elderly group,69.0
Myeloma,Massachusetts,2018,70-74 years,Female,F,33.0,155284.0,21.3,North-East,Elderly group,74.0
Myeloma,Massachusetts,2018,75-79 years,Female,F,27.0,108987.0,24.8,North-East,Elderly group,79.0
Myeloma,Massachusetts,2018,80-84 years,Female,F,18.0,78252.0,23.0,North-East,Elderly group,84.0
Myeloma,Massachusetts,2018,85+ years,Female,F,19.0,105609.0,18.0,North-East,Elderly group,89.0
Myeloma,Michigan,2018,45-49 years,Female,F,16.0,318936.0,5.0,Mid-West,Adult age group,49.0
Myeloma,Michigan,2018,50-54 years,Female,F,22.0,334345.0,6.6,Mid-West,Middle age group,54.0
Myeloma,Michigan,2018,55-59 years,Female,F,31.0,365913.0,8.5,Mid-West,Middle age group,59.0
Myeloma,Michigan,2018,60-64 years ,Female,F,49.0,355506.0,13.8,Mid-West,Middle age group,64.0
Myeloma,Michigan,2018,65-69 years,Female,F,41.0,299902.0,13.7,Mid-West,Elderly group,69.0
Myeloma,Michigan,2018,70-74 years,Female,F,56.0,230266.0,24.3,Mid-West,Elderly group,74.0
Myeloma,Michigan,2018,75-79 years,Female,F,58.0,165331.0,35.1,Mid-West,Elderly group,79.0
Myeloma,Michigan,2018,80-84 years,Female,F,30.0,112995.0,26.5,Mid-West,Elderly group,84.0
Myeloma,Michigan,2018,85+ years,Female,F,38.0,137918.0,27.6,Mid-West,Elderly group,89.0
Myeloma,Minnesota,2018,55-59 years,Female,F,20.0,198866.0,10.1,Mid-West,Middle age group,59.0
Myeloma,Minnesota,2018,60-64 years ,Female,F,29.0,182264.0,15.9,Mid-West,Middle age group,64.0
Myeloma,Minnesota,2018,65-69 years,Female,F,29.0,151204.0,19.2,Mid-West,Elderly group,69.0
Myeloma,Minnesota,2018,70-74 years,Female,F,22.0,113281.0,19.4,Mid-West,Elderly group,74.0
Myeloma,Minnesota,2018,75-79 years,Female,F,28.0,82833.0,33.8,Mid-West,Elderly group,79.0
Myeloma,Minnesota,2018,80-84 years,Female,F,28.0,59232.0,47.3,Mid-West,Elderly group,84.0
Myeloma,Minnesota,2018,85+ years,Female,F,18.0,78603.0,22.9,Mid-West,Elderly group,89.0
Myeloma,Mississippi,2018,55-59 years,Female,F,17.0,103965.0,16.4,South,Middle age group,59.0
Myeloma,Mississippi,2018,60-64 years ,Female,F,25.0,98777.0,25.3,South,Middle age group,64.0
Myeloma,Mississippi,2018,70-74 years,Female,F,29.0,66236.0,43.8,South,Elderly group,74.0
Myeloma,Mississippi,2018,75-79 years,Female,F,28.0,48218.0,58.1,South,Elderly group,79.0
Myeloma,Mississippi,2018,80-84 years,Female,F,19.0,33255.0,57.1,South,Elderly group,84.0
Myeloma,Missouri,2018,55-59 years,Female,F,18.0,220345.0,8.2,Mid-West,Middle age group,59.0
Myeloma,Missouri,2018,60-64 years ,Female,F,30.0,207860.0,14.4,Mid-West,Middle age group,64.0
Myeloma,Missouri,2018,65-69 years,Female,F,38.0,176260.0,21.6,Mid-West,Elderly group,69.0
Myeloma,Missouri,2018,70-74 years,Female,F,42.0,139347.0,30.1,Mid-West,Elderly group,74.0
Myeloma,Missouri,2018,75-79 years,Female,F,31.0,102563.0,30.2,Mid-West,Elderly group,79.0
Myeloma,Missouri,2018,80-84 years,Female,F,19.0,71484.0,26.6,Mid-West,Elderly group,84.0
Myeloma,Missouri,2018,85+ years,Female,F,20.0,86604.0,23.1,Mid-West,Elderly group,89.0
Myeloma,New Jersey,2018,45-49 years,Female,F,17.0,306831.0,5.5,North-East,Adult age group,49.0
Myeloma,New Jersey,2018,50-54 years,Female,F,36.0,325195.0,11.1,North-East,Middle age group,54.0
Myeloma,New Jersey,2018,55-59 years,Female,F,27.0,331265.0,8.2,North-East,Middle age group,59.0
Myeloma,New Jersey,2018,60-64 years ,Female,F,43.0,298300.0,14.4,North-East,Middle age group,64.0
Myeloma,New Jersey,2018,65-69 years,Female,F,46.0,241477.0,19.0,North-East,Elderly group,69.0
Myeloma,New Jersey,2018,70-74 years,Female,F,50.0,196837.0,25.4,North-East,Elderly group,74.0
Myeloma,New Jersey,2018,75-79 years,Female,F,67.0,144512.0,46.4,North-East,Elderly group,79.0
Myeloma,New Jersey,2018,80-84 years,Female,F,52.0,103024.0,50.5,North-East,Elderly group,84.0
Myeloma,New Jersey,2018,85+ years,Female,F,51.0,134231.0,38.0,North-East,Elderly group,89.0
Myeloma,New York,2018,40-44 years,Female,F,17.0,588758.0,2.9,North-East,Adult age group,44.0
Myeloma,New York,2018,45-49 years,Female,F,24.0,634792.0,3.8,North-East,Adult age group,49.0
Myeloma,New York,2018,50-54 years,Female,F,67.0,676985.0,9.9,North-East,Middle age group,54.0
Myeloma,New York,2018,55-59 years,Female,F,75.0,704047.0,10.7,North-East,Middle age group,59.0
Myeloma,New York,2018,60-64 years ,Female,F,138.0,646803.0,21.3,North-East,Middle age group,64.0
Myeloma,New York,2018,65-69 years,Female,F,134.0,545110.0,24.6,North-East,Elderly group,69.0
Myeloma,New York,2018,70-74 years,Female,F,128.0,436405.0,29.3,North-East,Elderly group,74.0
Myeloma,New York,2018,75-79 years,Female,F,114.0,320704.0,35.5,North-East,Elderly group,79.0
Myeloma,New York,2018,80-84 years,Female,F,108.0,232201.0,46.5,North-East,Elderly group,84.0
Myeloma,New York,2018,85+ years,Female,F,101.0,302514.0,33.4,North-East,Elderly group,89.0
Myeloma,North Carolina,2018,50-54 years,Female,F,28.0,348926.0,8.0,South,Middle age group,54.0
Myeloma,North Carolina,2018,55-59 years,Female,F,51.0,363006.0,14.0,South,Middle age group,59.0
Myeloma,North Carolina,2018,60-64 years ,Female,F,57.0,343367.0,16.6,South,Middle age group,64.0
Myeloma,North Carolina,2018,65-69 years,Female,F,83.0,302563.0,27.4,South,Elderly group,69.0
Myeloma,North Carolina,2018,70-74 years,Female,F,68.0,243858.0,27.9,South,Elderly group,74.0
Myeloma,North Carolina,2018,75-79 years,Female,F,59.0,167112.0,35.3,South,Elderly group,79.0
Myeloma,North Carolina,2018,80-84 years,Female,F,36.0,113545.0,31.7,South,Elderly group,84.0
Myeloma,North Carolina,2018,85+ years,Female,F,35.0,122796.0,28.5,South,Elderly group,89.0
Myeloma,Ohio,2018,50-54 years,Female,F,20.0,381445.0,5.2,Mid-West,Middle age group,54.0
Myeloma,Ohio,2018,55-59 years,Female,F,39.0,421876.0,9.2,Mid-West,Middle age group,59.0
Myeloma,Ohio,2018,60-64 years ,Female,F,65.0,409781.0,15.9,Mid-West,Middle age group,64.0
Myeloma,Ohio,2018,65-69 years,Female,F,63.0,344812.0,18.3,Mid-West,Elderly group,69.0
Myeloma,Ohio,2018,70-74 years,Female,F,61.0,266484.0,22.9,Mid-West,Elderly group,74.0
Myeloma,Ohio,2018,75-79 years,Female,F,51.0,196200.0,26.0,Mid-West,Elderly group,79.0
Myeloma,Ohio,2018,80-84 years,Female,F,51.0,140035.0,36.4,Mid-West,Elderly group,84.0
Myeloma,Ohio,2018,85+ years,Female,F,42.0,167586.0,25.1,Mid-West,Elderly group,89.0
Myeloma,Oklahoma,2018,60-64 years ,Female,F,17.0,124046.0,13.7,South,Middle age group,64.0
Myeloma,Oklahoma,2018,65-69 years,Female,F,17.0,105471.0,16.1,South,Elderly group,69.0
Myeloma,Oklahoma,2018,70-74 years,Female,F,35.0,85477.0,40.9,South,Elderly group,74.0
Myeloma,Oregon,2018,60-64 years ,Female,F,16.0,143694.0,11.1,West,Middle age group,64.0
Myeloma,Oregon,2018,70-74 years,Female,F,26.0,102056.0,25.5,West,Elderly group,74.0
Myeloma,Pennsylvania,2018,45-49 years,Female,F,18.0,402271.0,4.5,North-East,Adult age group,49.0
Myeloma,Pennsylvania,2018,50-54 years,Female,F,32.0,434376.0,7.4,North-East,Middle age group,54.0
Myeloma,Pennsylvania,2018,55-59 years,Female,F,60.0,473108.0,12.7,North-East,Middle age group,59.0
Myeloma,Pennsylvania,2018,60-64 years ,Female,F,59.0,459508.0,12.8,North-East,Middle age group,64.0
Myeloma,Pennsylvania,2018,65-69 years,Female,F,85.0,387838.0,21.9,North-East,Elderly group,69.0
Myeloma,Pennsylvania,2018,70-74 years,Female,F,75.0,307970.0,24.4,North-East,Elderly group,74.0
Myeloma,Pennsylvania,2018,75-79 years,Female,F,72.0,227858.0,31.6,North-East,Elderly group,79.0
Myeloma,Pennsylvania,2018,80-84 years,Female,F,58.0,167391.0,34.6,North-East,Elderly group,84.0
Myeloma,Pennsylvania,2018,85+ years,Female,F,52.0,221421.0,23.5,North-East,Elderly group,89.0
Myeloma,South Carolina,2018,50-54 years,Female,F,17.0,169945.0,10.0,South,Middle age group,54.0
Myeloma,South Carolina,2018,55-59 years,Female,F,21.0,181309.0,11.6,South,Middle age group,59.0
Myeloma,South Carolina,2018,60-64 years ,Female,F,31.0,179037.0,17.3,South,Middle age group,64.0
Myeloma,South Carolina,2018,65-69 years,Female,F,43.0,163817.0,26.2,South,Elderly group,69.0
Myeloma,South Carolina,2018,70-74 years,Female,F,42.0,132628.0,31.7,South,Elderly group,74.0
Myeloma,South Carolina,2018,75-79 years,Female,F,31.0,89242.0,34.7,South,Elderly group,79.0
Myeloma,South Carolina,2018,80-84 years,Female,F,18.0,56453.0,31.9,South,Elderly group,84.0
Myeloma,Tennessee,2018,55-59 years,Female,F,24.0,237259.0,10.1,South,Middle age group,59.0
Myeloma,Tennessee,2018,60-64 years ,Female,F,24.0,226418.0,10.6,South,Middle age group,64.0
Myeloma,Tennessee,2018,65-69 years,Female,F,47.0,195797.0,24.0,South,Elderly group,69.0
Myeloma,Tennessee,2018,70-74 years,Female,F,33.0,157672.0,20.9,South,Elderly group,74.0
Myeloma,Tennessee,2018,75-79 years,Female,F,29.0,110776.0,26.2,South,Elderly group,79.0
Myeloma,Tennessee,2018,80-84 years,Female,F,18.0,74293.0,24.2,South,Elderly group,84.0
Myeloma,Tennessee,2018,85+ years,Female,F,24.0,79327.0,30.3,South,Elderly group,89.0
Myeloma,Texas,2018,40-44 years,Female,F,28.0,924786.0,3.0,South,Adult age group,44.0
Myeloma,Texas,2018,45-49 years,Female,F,40.0,927092.0,4.3,South,Adult age group,49.0
Myeloma,Texas,2018,50-54 years,Female,F,67.0,857165.0,7.8,South,Middle age group,54.0
Myeloma,Texas,2018,55-59 years,Female,F,91.0,871539.0,10.4,South,Middle age group,59.0
Myeloma,Texas,2018,60-64 years ,Female,F,109.0,787728.0,13.8,South,Middle age group,64.0
Myeloma,Texas,2018,65-69 years,Female,F,133.0,648838.0,20.5,South,Elderly group,69.0
Myeloma,Texas,2018,70-74 years,Female,F,150.0,502237.0,29.9,South,Elderly group,74.0
Myeloma,Texas,2018,75-79 years,Female,F,129.0,345625.0,37.3,South,Elderly group,79.0
Myeloma,Texas,2018,80-84 years,Female,F,119.0,236256.0,50.4,South,Elderly group,84.0
Myeloma,Texas,2018,85+ years,Female,F,89.0,254632.0,35.0,South,Elderly group,89.0
Myeloma,Virginia,2018,50-54 years,Female,F,21.0,290054.0,7.2,South,Middle age group,54.0
Myeloma,Virginia,2018,55-59 years,Female,F,36.0,299679.0,12.0,South,Middle age group,59.0
Myeloma,Virginia,2018,60-64 years ,Female,F,38.0,273902.0,13.9,South,Middle age group,64.0
Myeloma,Virginia,2018,65-69 years,Female,F,43.0,230413.0,18.7,South,Elderly group,69.0
Myeloma,Virginia,2018,70-74 years,Female,F,37.0,186534.0,19.8,South,Elderly group,74.0
Myeloma,Virginia,2018,75-79 years,Female,F,43.0,130272.0,33.0,South,Elderly group,79.0
Myeloma,Virginia,2018,80-84 years,Female,F,30.0,86776.0,34.6,South,Elderly group,84.0
Myeloma,Virginia,2018,85+ years,Female,F,28.0,98385.0,28.5,South,Elderly group,89.0
Myeloma,Washington,2018,55-59 years,Female,F,16.0,248951.0,6.4,West,Middle age group,59.0
Myeloma,Washington,2018,60-64 years ,Female,F,32.0,242035.0,13.2,West,Middle age group,64.0
Myeloma,Washington,2018,65-69 years,Female,F,36.0,209677.0,17.2,West,Elderly group,69.0
Myeloma,Washington,2018,70-74 years,Female,F,41.0,161986.0,25.3,West,Elderly group,74.0
Myeloma,Washington,2018,75-79 years,Female,F,33.0,105663.0,31.2,West,Elderly group,79.0
Myeloma,Washington,2018,80-84 years,Female,F,25.0,69464.0,36.0,West,Elderly group,84.0
Myeloma,Washington,2018,85+ years,Female,F,21.0,84363.0,24.9,West,Elderly group,89.0
Myeloma,West Virginia,2018,80-84 years,Female,F,16.0,24507.0,65.3,South,Elderly group,84.0
Myeloma,Wisconsin,2018,55-59 years,Female,F,18.0,215288.0,8.4,Mid-West,Middle age group,59.0
Myeloma,Wisconsin,2018,60-64 years ,Female,F,26.0,199931.0,13.0,Mid-West,Middle age group,64.0
Myeloma,Wisconsin,2018,65-69 years,Female,F,46.0,168014.0,27.4,Mid-West,Elderly group,69.0
Myeloma,Wisconsin,2018,70-74 years,Female,F,36.0,125807.0,28.6,Mid-West,Elderly group,74.0
Myeloma,Wisconsin,2018,75-79 years,Female,F,39.0,91651.0,42.6,Mid-West,Elderly group,79.0
Myeloma,Wisconsin,2018,80-84 years,Female,F,18.0,65693.0,27.4,Mid-West,Elderly group,84.0
Myeloma,Wisconsin,2018,85+ years,Female,F,26.0,82887.0,31.4,Mid-West,Elderly group,89.0
Non-Hodgkin Lymphoma,Alabama,2018,50-54 years,Female,F,25.0,161960.0,15.4,South,Middle age group,54.0
Non-Hodgkin Lymphoma,Alabama,2018,55-59 years,Female,F,35.0,175201.0,20.0,South,Middle age group,59.0
Non-Hodgkin Lymphoma,Alabama,2018,60-64 years ,Female,F,62.0,168342.0,36.8,South,Middle age group,64.0
Non-Hodgkin Lymphoma,Alabama,2018,65-69 years,Female,F,58.0,145302.0,39.9,South,Elderly group,69.0
Non-Hodgkin Lymphoma,Alabama,2018,70-74 years,Female,F,57.0,117686.0,48.4,South,Elderly group,74.0
Non-Hodgkin Lymphoma,Alabama,2018,75-79 years,Female,F,45.0,84846.0,53.0,South,Elderly group,79.0
Non-Hodgkin Lymphoma,Alabama,2018,80-84 years,Female,F,32.0,58233.0,55.0,South,Elderly group,84.0
Non-Hodgkin Lymphoma,Alabama,2018,85+ years,Female,F,34.0,60008.0,56.7,South,Elderly group,89.0
Non-Hodgkin Lymphoma,Arizona,2018,40-44 years,Female,F,16.0,209774.0,7.6,West,Adult age group,44.0
Non-Hodgkin Lymphoma,Arizona,2018,45-49 years,Female,F,17.0,216204.0,7.9,West,Adult age group,49.0
Non-Hodgkin Lymphoma,Arizona,2018,50-54 years,Female,F,21.0,212183.0,9.9,West,Middle age group,54.0
Non-Hodgkin Lymphoma,Arizona,2018,55-59 years,Female,F,60.0,227767.0,26.3,West,Middle age group,59.0
Non-Hodgkin Lymphoma,Arizona,2018,60-64 years ,Female,F,65.0,224349.0,29.0,West,Middle age group,64.0
Non-Hodgkin Lymphoma,Arizona,2018,65-69 years,Female,F,97.0,208318.0,46.6,West,Elderly group,69.0
Non-Hodgkin Lymphoma,Arizona,2018,70-74 years,Female,F,78.0,178478.0,43.7,West,Elderly group,74.0
Non-Hodgkin Lymphoma,Arizona,2018,75-79 years,Female,F,90.0,127735.0,70.5,West,Elderly group,79.0
Non-Hodgkin Lymphoma,Arizona,2018,80-84 years,Female,F,63.0,80665.0,78.1,West,Elderly group,84.0
Non-Hodgkin Lymphoma,Arizona,2018,85+ years,Female,F,59.0,84024.0,70.2,West,Elderly group,89.0
Non-Hodgkin Lymphoma,Arkansas,2018,55-59 years,Female,F,29.0,101612.0,28.5,South,Middle age group,59.0
Non-Hodgkin Lymphoma,Arkansas,2018,60-64 years ,Female,F,30.0,97622.0,30.7,South,Middle age group,64.0
Non-Hodgkin Lymphoma,Arkansas,2018,65-69 years,Female,F,51.0,86261.0,59.1,South,Elderly group,69.0
Non-Hodgkin Lymphoma,Arkansas,2018,70-74 years,Female,F,45.0,71161.0,63.2,South,Elderly group,74.0
Non-Hodgkin Lymphoma,Arkansas,2018,75-79 years,Female,F,36.0,52169.0,69.0,South,Elderly group,79.0
Non-Hodgkin Lymphoma,Arkansas,2018,80-84 years,Female,F,33.0,35193.0,93.8,South,Elderly group,84.0
Non-Hodgkin Lymphoma,Arkansas,2018,85+ years,Female,F,21.0,38386.0,54.7,South,Elderly group,89.0
Non-Hodgkin Lymphoma,California,2018,15-19 years,Female,F,17.0,1244599.0,1.4,West,Young age group,19.0
Non-Hodgkin Lymphoma,California,2018,20-24 years,Female,F,32.0,1309503.0,2.4,West,Young age group,24.0
Non-Hodgkin Lymphoma,California,2018,25-29 years,Female,F,45.0,1508473.0,3.0,West,Young age group,29.0
Non-Hodgkin Lymphoma,California,2018,30-34 years,Female,F,60.0,1411558.0,4.3,West,Adult age group,34.0
Non-Hodgkin Lymphoma,California,2018,35-39 years,Female,F,63.0,1352266.0,4.7,West,Adult age group,39.0
Non-Hodgkin Lymphoma,California,2018,40-44 years,Female,F,99.0,1242502.0,8.0,West,Adult age group,44.0
Non-Hodgkin Lymphoma,California,2018,45-49 years,Female,F,145.0,1282226.0,11.3,West,Adult age group,49.0
Non-Hodgkin Lymphoma,California,2018,50-54 years,Female,F,222.0,1251079.0,17.7,West,Middle age group,54.0
Non-Hodgkin Lymphoma,California,2018,55-59 years,Female,F,305.0,1277279.0,23.9,West,Middle age group,59.0
Non-Hodgkin Lymphoma,California,2018,60-64 years ,Female,F,370.0,1168986.0,31.7,West,Middle age group,64.0
Non-Hodgkin Lymphoma,California,2018,65-69 years,Female,F,462.0,978836.0,47.2,West,Elderly group,69.0
Non-Hodgkin Lymphoma,California,2018,70-74 years,Female,F,444.0,769806.0,57.7,West,Elderly group,74.0
Non-Hodgkin Lymphoma,California,2018,75-79 years,Female,F,433.0,540682.0,80.1,West,Elderly group,79.0
Non-Hodgkin Lymphoma,California,2018,80-84 years,Female,F,336.0,380970.0,88.2,West,Elderly group,84.0
Non-Hodgkin Lymphoma,California,2018,85+ years,Female,F,373.0,463829.0,80.4,West,Elderly group,89.0
