Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,Non-Hodgkin Lymphoma,33041-33042,Nebraska,31,2019,2019,75-79 years,75-79,Male,M,34,23972,141.8
,Non-Hodgkin Lymphoma,33041-33042,Nebraska,31,2019,2019,80-84 years,80-84,Male,M,24,15835,151.6
,Non-Hodgkin Lymphoma,33041-33042,Nebraska,31,2019,2019,85+ years,85+,Male,M,27,15257,177
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,50-54 years,50-54,Male,M,23,47885,48
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,55-59 years,55-59,Male,M,21,54061,38.8
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,60-64 years ,60-64,Male,M,17,51031,33.3
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,65-69 years,65-69,Male,M,31,41157,75.3
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,70-74 years,70-74,Male,M,33,32350,102
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,75-79 years,75-79,Male,M,27,20314,132.9
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,80-84 years,80-84,Male,M,20,11780,169.8
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,85+ years,85+,Male,M,25,10777,232
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,25-29 years,25-29,Male,M,18,295766,6.1
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,30-34 years,30-34,Male,M,23,291378,7.9
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,35-39 years,35-39,Male,M,18,289218,6.2
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,40-44 years,40-44,Male,M,35,275804,12.7
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,45-49 years,45-49,Male,M,56,287110,19.5
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,50-54 years,50-54,Male,M,92,299421,30.7
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,55-59 years,55-59,Male,M,127,312164,40.7
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,60-64 years ,60-64,Male,M,136,278186,48.9
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,65-69 years,65-69,Male,M,174,215780,80.6
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,70-74 years,70-74,Male,M,166,168667,98.4
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,75-79 years,75-79,Male,M,157,113439,138.4
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,80-84 years,80-84,Male,M,119,71989,165.3
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,85+ years,85+,Male,M,110,68988,159.4
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,55-59 years,55-59,Male,M,21,66168,31.7
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,60-64 years ,60-64,Male,M,27,63886,42.3
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,65-69 years,65-69,Male,M,33,57559,57.3
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,70-74 years,70-74,Male,M,35,47866,73.1
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,75-79 years,75-79,Male,M,34,31091,109.4
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,80-84 years,80-84,Male,M,18,19595,91.9
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,15-19 years,15-19,Male,M,21,596911,3.5
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,20-24 years,20-24,Male,M,23,632738,3.6
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,25-29 years,25-29,Male,M,31,734405,4.2
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,30-34 years,30-34,Male,M,55,703845,7.8
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,35-39 years,35-39,Male,M,61,630588,9.7
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,40-44 years,40-44,Male,M,67,568714,11.8
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,45-49 years,45-49,Male,M,98,582890,16.8
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,50-54 years,50-54,Male,M,149,618377,24.1
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,55-59 years,55-59,Male,M,272,649310,41.9
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,60-64 years ,60-64,Male,M,364,595312,61.1
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,65-69 years,65-69,Male,M,361,482367,74.8
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,70-74 years,70-74,Male,M,379,374757,101.1
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,75-79 years,75-79,Male,M,400,248805,160.8
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,80-84 years,80-84,Male,M,246,161443,152.4
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,85+ years,85+,Male,M,227,157832,143.8
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,20-24 years,20-24,Male,M,17,363249,4.7
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,30-34 years,30-34,Male,M,23,335818,6.8
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,35-39 years,35-39,Male,M,29,323417,9
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,40-44 years,40-44,Male,M,28,311289,9
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,45-49 years,45-49,Male,M,61,335237,18.2
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,50-54 years,50-54,Male,M,66,329232,20
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,55-59 years,55-59,Male,M,90,337046,26.7
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,60-64 years ,60-64,Male,M,163,309206,52.7
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,65-69 years,65-69,Male,M,172,263272,65.3
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,70-74 years,70-74,Male,M,200,216344,92.4
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,75-79 years,75-79,Male,M,168,140632,119.5
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,80-84 years,80-84,Male,M,114,82151,138.8
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,85+ years,85+,Male,M,77,65084,118.3
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,25-29 years,25-29,Male,M,20,407049,4.9
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,30-34 years,30-34,Male,M,28,379694,7.4
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,35-39 years,35-39,Male,M,30,360579,8.3
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,40-44 years,40-44,Male,M,39,334469,11.7
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,45-49 years,45-49,Male,M,60,353382,17
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,50-54 years,50-54,Male,M,90,362360,24.8
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,55-59 years,55-59,Male,M,122,393519,31
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,60-64 years ,60-64,Male,M,212,382794,55.4
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,65-69 years,65-69,Male,M,232,315278,73.6
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,70-74 years,70-74,Male,M,240,240998,99.6
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,75-79 years,75-79,Male,M,182,156623,116.2
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,80-84 years,80-84,Male,M,157,99822,157.3
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,85+ years,85+,Male,M,122,87895,138.8
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,45-49 years,45-49,Male,M,16,115166,13.9
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,50-54 years,50-54,Male,M,20,110880,18
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,55-59 years,55-59,Male,M,45,123203,36.5
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,60-64 years ,60-64,Male,M,53,115268,46
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,65-69 years,65-69,Male,M,72,96337,74.7
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,70-74 years,70-74,Male,M,70,76039,92.1
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,75-79 years,75-79,Male,M,64,52033,123
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,80-84 years,80-84,Male,M,44,32537,135.2
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,85+ years,85+,Male,M,36,27111,132.8
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,45-49 years,45-49,Male,M,23,132377,17.4
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,50-54 years,50-54,Male,M,19,124215,15.3
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,55-59 years,55-59,Male,M,50,129642,38.6
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,60-64 years ,60-64,Male,M,58,129782,44.7
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,65-69 years,65-69,Male,M,78,122023,63.9
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,70-74 years,70-74,Male,M,65,97325,66.8
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,75-79 years,75-79,Male,M,76,62717,121.2
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,80-84 years,80-84,Male,M,46,36391,126.4
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,85+ years,85+,Male,M,30,31866,94.1
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,25-29 years,25-29,Male,M,16,440449,3.6
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,30-34 years,30-34,Male,M,21,430564,4.9
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,35-39 years,35-39,Male,M,32,397183,8.1
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,40-44 years,40-44,Male,M,38,359308,10.6
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,45-49 years,45-49,Male,M,58,383639,15.1
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,50-54 years,50-54,Male,M,97,408558,23.7
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,55-59 years,55-59,Male,M,161,443170,36.3
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,60-64 years ,60-64,Male,M,208,431980,48.2
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,65-69 years,65-69,Male,M,241,359174,67.1
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,70-74 years,70-74,Male,M,255,277092,92
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,75-79 years,75-79,Male,M,245,184992,132.4
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,80-84 years,80-84,Male,M,178,118354,150.4
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,85+ years,85+,Male,M,161,112134,143.6
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,60-64 years ,60-64,Male,M,16,34794,46
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,65-69 years,65-69,Male,M,27,27910,96.7
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,70-74 years,70-74,Male,M,20,21849,91.5
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,75-79 years,75-79,Male,M,20,14117,141.7
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,45-49 years,45-49,Male,M,29,154260,18.8
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,50-54 years,50-54,Male,M,35,155100,22.6
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,55-59 years,55-59,Male,M,35,165887,21.1
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,60-64 years ,60-64,Male,M,60,157735,38
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,65-69 years,65-69,Male,M,83,141000,58.9
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,70-74 years,70-74,Male,M,72,121417,59.3
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,75-79 years,75-79,Male,M,70,78665,89
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,80-84 years,80-84,Male,M,41,43740,93.7
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,85+ years,85+,Male,M,33,32551,101.4
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,60-64 years ,60-64,Male,M,23,29222,78.7
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,65-69 years,65-69,Male,M,24,26028,92.2
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,70-74 years,70-74,Male,M,25,18542,134.8
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,75-79 years,75-79,Male,M,17,11425,148.8
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,45-49 years,45-49,Male,M,28,214917,13
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,50-54 years,50-54,Male,M,41,212010,19.3
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,55-59 years,55-59,Male,M,83,220864,37.6
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,60-64 years ,60-64,Male,M,84,205131,40.9
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,65-69 years,65-69,Male,M,125,173646,72
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,70-74 years,70-74,Male,M,118,142707,82.7
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,75-79 years,75-79,Male,M,100,93788,106.6
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,80-84 years,80-84,Male,M,74,54411,136
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,85+ years,85+,Male,M,62,41974,147.7
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,10-14 years,Oct 14,Male,M,19,1074531,1.8
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,15-19 years,15-19,Male,M,26,1049448,2.5
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,20-24 years,20-24,Male,M,30,1029650,2.9
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,25-29 years,25-29,Male,M,41,1110868,3.7
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,30-34 years,30-34,Male,M,56,1070442,5.2
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,35-39 years,35-39,Male,M,65,1039961,6.3
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,40-44 years,40-44,Male,M,80,937614,8.5
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,45-49 years,45-49,Male,M,114,917789,12.4
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,50-54 years,50-54,Male,M,165,841954,19.6
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,55-59 years,55-59,Male,M,247,841924,29.3
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,60-64 years ,60-64,Male,M,352,746424,47.2
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,65-69 years,65-69,Male,M,374,589968,63.4
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,70-74 years,70-74,Male,M,374,455698,82.1
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,75-79 years,75-79,Male,M,341,294225,115.9
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,80-84 years,80-84,Male,M,245,177336,138.2
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,85+ years,85+,Male,M,196,148369,132.1
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,50-54 years,50-54,Male,M,18,76348,23.6
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,55-59 years,55-59,Male,M,17,76549,22.2
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,60-64 years ,60-64,Male,M,37,71966,51.4
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,65-69 years,65-69,Male,M,36,59784,60.2
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,70-74 years,70-74,Male,M,40,45309,88.3
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,75-79 years,75-79,Male,M,39,30318,128.6
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,80-84 years,80-84,Male,M,26,18897,137.6
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,85+ years,85+,Male,M,21,15842,132.6
,Non-Hodgkin Lymphoma,33041-33042,Vermont,50,2019,2019,70-74 years,70-74,Male,M,16,15975,100.2
,Non-Hodgkin Lymphoma,33041-33042,Vermont,50,2019,2019,75-79 years,75-79,Male,M,16,10237,156.3
,Non-Hodgkin Lymphoma,33041-33042,Vermont,50,2019,2019,80-84 years,80-84,Male,M,19,5837,325.5
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,35-39 years,35-39,Male,M,30,291647,10.3
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,40-44 years,40-44,Male,M,21,263224,8
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,45-49 years,45-49,Male,M,41,270862,15.1
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,50-54 years,50-54,Male,M,51,270164,18.9
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,55-59 years,55-59,Male,M,91,284217,32
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,60-64 years ,60-64,Male,M,115,252619,45.5
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,65-69 years,65-69,Male,M,125,206562,60.5
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,70-74 years,70-74,Male,M,135,166534,81.1
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,75-79 years,75-79,Male,M,104,110112,94.4
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,80-84 years,80-84,Male,M,84,65635,128
,Non-Hodgkin Lymphoma,33041-33042,Virginia,51,2019,2019,85+ years,85+,Male,M,61,54645,111.6
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,35-39 years,35-39,Male,M,26,281776,9.2
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,40-44 years,40-44,Male,M,26,242249,10.7
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,45-49 years,45-49,Male,M,33,235764,14
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,50-54 years,50-54,Male,M,54,228861,23.6
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,55-59 years,55-59,Male,M,75,241312,31.1
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,60-64 years ,60-64,Male,M,99,228571,43.3
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,65-69 years,65-69,Male,M,152,194596,78.1
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,70-74 years,70-74,Male,M,147,152064,96.7
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,75-79 years,75-79,Male,M,120,97682,122.8
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,80-84 years,80-84,Male,M,81,56588,143.1
,Non-Hodgkin Lymphoma,33041-33042,Washington,53,2019,2019,85+ years,85+,Male,M,85,49562,171.5
,Non-Hodgkin Lymphoma,33041-33042,West Virginia,54,2019,2019,55-59 years,55-59,Male,M,24,60753,39.5
,Non-Hodgkin Lymphoma,33041-33042,West Virginia,54,2019,2019,60-64 years ,60-64,Male,M,31,62648,49.5
,Non-Hodgkin Lymphoma,33041-33042,West Virginia,54,2019,2019,65-69 years,65-69,Male,M,52,57159,91
,Non-Hodgkin Lymphoma,33041-33042,West Virginia,54,2019,2019,70-74 years,70-74,Male,M,56,46911,119.4
,Non-Hodgkin Lymphoma,33041-33042,West Virginia,54,2019,2019,75-79 years,75-79,Male,M,47,30210,155.6
,Non-Hodgkin Lymphoma,33041-33042,West Virginia,54,2019,2019,80-84 years,80-84,Male,M,29,18893,153.5
,Non-Hodgkin Lymphoma,33041-33042,West Virginia,54,2019,2019,85+ years,85+,Male,M,17,14391,118.1
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,40-44 years,40-44,Male,M,19,172292,11
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,45-49 years,45-49,Male,M,42,172687,24.3
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,50-54 years,50-54,Male,M,41,186091,22
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,55-59 years,55-59,Male,M,73,208616,35
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,60-64 years ,60-64,Male,M,97,197858,49
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,65-69 years,65-69,Male,M,126,165605,76.1
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,70-74 years,70-74,Male,M,140,123134,113.7
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,75-79 years,75-79,Male,M,109,79955,136.3
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,80-84 years,80-84,Male,M,110,51143,215.1
,Non-Hodgkin Lymphoma,33041-33042,Wisconsin,55,2019,2019,85+ years,85+,Male,M,64,44796,142.9
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,40-44 years,40-44,Male,M,16,139432,11.5
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,45-49 years,45-49,Male,M,30,149534,20.1
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,50-54 years,50-54,Male,M,57,149277,38.2
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,55-59 years,55-59,Male,M,73,161482,45.2
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,60-64 years ,60-64,Male,M,95,151504,62.7
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,65-69 years,65-69,Male,M,92,127679,72.1
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,70-74 years,70-74,Male,M,89,103250,86.2
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,75-79 years,75-79,Male,M,42,68256,61.5
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,80-84 years,80-84,Male,M,21,41242,50.9
,Oral Cavity and Pharynx,20010-20100,Alabama,1,2019,2019,85+ years,85+,Male,M,21,31390,66.9
,Oral Cavity and Pharynx,20010-20100,Alaska,2,2019,2019,65-69 years,65-69,Male,M,16,18653,85.8
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,45-49 years,45-49,Male,M,20,215421,9.3
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,50-54 years,50-54,Male,M,47,206772,22.7
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,55-59 years,55-59,Male,M,86,216293,39.8
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,60-64 years ,60-64,Male,M,112,204086,54.9
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,65-69 years,65-69,Male,M,103,184808,55.7
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,70-74 years,70-74,Male,M,98,166440,58.9
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,75-79 years,75-79,Male,M,60,118458,50.7
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,80-84 years,80-84,Male,M,41,74207,55.3
,Oral Cavity and Pharynx,20010-20100,Arizona,4,2019,2019,85+ years,85+,Male,M,26,61656,42.2
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,45-49 years,45-49,Male,M,26,89639,29
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,50-54 years,50-54,Male,M,31,88545,35
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,55-59 years,55-59,Male,M,67,96217,69.6
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,60-64 years ,60-64,Male,M,65,89601,72.5
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,65-69 years,65-69,Male,M,81,77133,105
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,70-74 years,70-74,Male,M,56,63870,87.7
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,75-79 years,75-79,Male,M,35,43754,80
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,80-84 years,80-84,Male,M,24,27013,88.8
,Oral Cavity and Pharynx,20010-20100,Arkansas,5,2019,2019,85+ years,85+,Male,M,16,21692,73.8
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,30-34 years,30-34,Male,M,32,1524187,2.1
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,35-39 years,35-39,Male,M,37,1414712,2.6
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,40-44 years,40-44,Male,M,90,1253698,7.2
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,45-49 years,45-49,Male,M,142,1250115,11.4
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,50-54 years,50-54,Male,M,278,1225041,22.7
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,55-59 years,55-59,Male,M,433,1230245,35.2
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,60-64 years ,60-64,Male,M,544,1097086,49.6
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,65-69 years,65-69,Male,M,512,883216,58
,Oral Cavity and Pharynx,20010-20100,California,6,2019,2019,70-74 years,70-74,Male,M,494,686769,71.9
