Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,40-44 years,40-44,Male,M,34
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,45-49 years,45-49,Female,F,23
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,45-49 years,45-49,Male,M,46
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,50-54 years,50-54,Female,F,26
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,50-54 years,50-54,Male,M,79
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,55-59 years,55-59,Female,F,53
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,55-59 years,55-59,Male,M,94
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,60-64 years ,60-64,Female,F,54
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,60-64 years ,60-64,Male,M,126
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,65-69 years,65-69,Female,F,74
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,65-69 years,65-69,Male,M,106
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,70-74 years,70-74,Female,F,59
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,70-74 years,70-74,Male,M,88
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,75-79 years,75-79,Female,F,47
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,75-79 years,75-79,Male,M,64
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,80-84 years,80-84,Female,F,25
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,80-84 years,80-84,Male,M,32
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,85+ years,85+,Female,F,19
,Kidney and Renal Pelvis,29020,Kentucky,21,2019,2019,85+ years,85+,Male,M,21
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,35-39 years,35-39,Male,M,26
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,40-44 years,40-44,Female,F,27
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,40-44 years,40-44,Male,M,30
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,45-49 years,45-49,Female,F,25
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,45-49 years,45-49,Male,M,55
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,50-54 years,50-54,Female,F,41
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,50-54 years,50-54,Male,M,63
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,55-59 years,55-59,Female,F,54
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,55-59 years,55-59,Male,M,112
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,60-64 years ,60-64,Female,F,81
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,60-64 years ,60-64,Male,M,126
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,65-69 years,65-69,Female,F,70
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,65-69 years,65-69,Male,M,119
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,70-74 years,70-74,Female,F,65
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,70-74 years,70-74,Male,M,121
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,75-79 years,75-79,Female,F,52
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,75-79 years,75-79,Male,M,76
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,80-84 years,80-84,Female,F,33
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,80-84 years,80-84,Male,M,54
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,85+ years,85+,Female,F,23
,Kidney and Renal Pelvis,29020,Louisiana,22,2019,2019,85+ years,85+,Male,M,28
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,50-54 years,50-54,Male,M,16
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,55-59 years,55-59,Male,M,24
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,60-64 years ,60-64,Male,M,39
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,65-69 years,65-69,Female,F,20
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,65-69 years,65-69,Male,M,39
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,70-74 years,70-74,Female,F,20
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,70-74 years,70-74,Male,M,45
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,75-79 years,75-79,Male,M,17
,Kidney and Renal Pelvis,29020,Maine,23,2019,2019,80-84 years,80-84,Male,M,23
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,35-39 years,35-39,Male,M,20
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,40-44 years,40-44,Male,M,19
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,45-49 years,45-49,Female,F,20
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,45-49 years,45-49,Male,M,48
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,50-54 years,50-54,Female,F,42
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,50-54 years,50-54,Male,M,65
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,55-59 years,55-59,Female,F,48
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,55-59 years,55-59,Male,M,105
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,60-64 years ,60-64,Female,F,59
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,60-64 years ,60-64,Male,M,126
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,65-69 years,65-69,Female,F,48
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,65-69 years,65-69,Male,M,122
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,70-74 years,70-74,Female,F,67
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,70-74 years,70-74,Male,M,106
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,75-79 years,75-79,Female,F,62
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,75-79 years,75-79,Male,M,76
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,80-84 years,80-84,Female,F,30
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,80-84 years,80-84,Male,M,43
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,85+ years,85+,Female,F,30
,Kidney and Renal Pelvis,29020,Maryland,24,2019,2019,85+ years,85+,Male,M,33
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,40-44 years,40-44,Male,M,24
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,45-49 years,45-49,Female,F,24
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,45-49 years,45-49,Male,M,44
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,50-54 years,50-54,Female,F,30
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,50-54 years,50-54,Male,M,64
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,55-59 years,55-59,Female,F,37
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,55-59 years,55-59,Male,M,104
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,60-64 years ,60-64,Female,F,56
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,60-64 years ,60-64,Male,M,128
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,65-69 years,65-69,Female,F,50
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,65-69 years,65-69,Male,M,117
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,70-74 years,70-74,Female,F,65
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,70-74 years,70-74,Male,M,107
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,75-79 years,75-79,Female,F,59
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,75-79 years,75-79,Male,M,81
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,80-84 years,80-84,Female,F,30
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,80-84 years,80-84,Male,M,43
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,85+ years,85+,Female,F,47
,Kidney and Renal Pelvis,29020,Massachusetts,25,2019,2019,85+ years,85+,Male,M,48
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,35-39 years,35-39,Female,F,19
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,35-39 years,35-39,Male,M,21
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,40-44 years,40-44,Female,F,26
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,40-44 years,40-44,Male,M,45
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,45-49 years,45-49,Female,F,39
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,45-49 years,45-49,Male,M,67
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,50-54 years,50-54,Female,F,53
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,50-54 years,50-54,Male,M,113
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,55-59 years,55-59,Female,F,72
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,55-59 years,55-59,Male,M,141
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,60-64 years ,60-64,Female,F,95
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,60-64 years ,60-64,Male,M,197
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,65-69 years,65-69,Female,F,108
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,65-69 years,65-69,Male,M,220
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,70-74 years,70-74,Female,F,112
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,70-74 years,70-74,Male,M,189
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,75-79 years,75-79,Female,F,75
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,75-79 years,75-79,Male,M,147
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,80-84 years,80-84,Female,F,39
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,80-84 years,80-84,Male,M,98
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,85+ years,85+,Female,F,31
,Kidney and Renal Pelvis,29020,Michigan,26,2019,2019,85+ years,85+,Male,M,60
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,40-44 years,40-44,Male,M,25
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,45-49 years,45-49,Female,F,24
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,45-49 years,45-49,Male,M,45
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,50-54 years,50-54,Female,F,32
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,50-54 years,50-54,Male,M,71
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,55-59 years,55-59,Female,F,49
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,55-59 years,55-59,Male,M,111
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,60-64 years ,60-64,Female,F,54
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,60-64 years ,60-64,Male,M,113
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,65-69 years,65-69,Female,F,71
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,65-69 years,65-69,Male,M,128
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,70-74 years,70-74,Female,F,54
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,70-74 years,70-74,Male,M,130
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,75-79 years,75-79,Female,F,39
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,75-79 years,75-79,Male,M,69
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,80-84 years,80-84,Female,F,23
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,80-84 years,80-84,Male,M,57
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,85+ years,85+,Female,F,26
,Kidney and Renal Pelvis,29020,Minnesota,27,2019,2019,85+ years,85+,Male,M,26
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,40-44 years,40-44,Male,M,16
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,45-49 years,45-49,Male,M,36
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,50-54 years,50-54,Female,F,30
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,50-54 years,50-54,Male,M,42
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,55-59 years,55-59,Female,F,43
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,55-59 years,55-59,Male,M,66
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,60-64 years ,60-64,Female,F,40
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,60-64 years ,60-64,Male,M,76
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,65-69 years,65-69,Female,F,58
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,65-69 years,65-69,Male,M,111
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,70-74 years,70-74,Female,F,41
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,70-74 years,70-74,Male,M,81
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,75-79 years,75-79,Female,F,28
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,75-79 years,75-79,Male,M,38
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,80-84 years,80-84,Female,F,17
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,80-84 years,80-84,Male,M,25
,Kidney and Renal Pelvis,29020,Mississippi,28,2019,2019,85+ years,85+,Female,F,18
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,40-44 years,40-44,Female,F,16
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,40-44 years,40-44,Male,M,26
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,45-49 years,45-49,Female,F,29
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,45-49 years,45-49,Male,M,63
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,50-54 years,50-54,Female,F,38
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,50-54 years,50-54,Male,M,73
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,55-59 years,55-59,Female,F,49
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,55-59 years,55-59,Male,M,116
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,60-64 years ,60-64,Female,F,87
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,60-64 years ,60-64,Male,M,129
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,65-69 years,65-69,Female,F,82
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,65-69 years,65-69,Male,M,127
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,70-74 years,70-74,Female,F,62
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,70-74 years,70-74,Male,M,130
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,75-79 years,75-79,Female,F,65
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,75-79 years,75-79,Male,M,87
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,80-84 years,80-84,Female,F,24
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,80-84 years,80-84,Male,M,56
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,85+ years,85+,Female,F,42
,Kidney and Renal Pelvis,29020,Missouri,29,2019,2019,85+ years,85+,Male,M,33
,Kidney and Renal Pelvis,29020,Montana,30,2019,2019,55-59 years,55-59,Male,M,16
,Kidney and Renal Pelvis,29020,Montana,30,2019,2019,60-64 years ,60-64,Male,M,20
,Kidney and Renal Pelvis,29020,Montana,30,2019,2019,65-69 years,65-69,Male,M,18
,Kidney and Renal Pelvis,29020,Montana,30,2019,2019,70-74 years,70-74,Male,M,26
,Kidney and Renal Pelvis,29020,Montana,30,2019,2019,75-79 years,75-79,Male,M,16
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,50-54 years,50-54,Male,M,19
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,55-59 years,55-59,Male,M,31
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,60-64 years ,60-64,Female,F,25
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,60-64 years ,60-64,Male,M,38
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,65-69 years,65-69,Female,F,31
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,65-69 years,65-69,Male,M,48
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,70-74 years,70-74,Female,F,23
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,70-74 years,70-74,Male,M,38
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,75-79 years,75-79,Female,F,17
,Kidney and Renal Pelvis,29020,Nebraska,31,2019,2019,75-79 years,75-79,Male,M,19
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,50-54 years,50-54,Male,M,19
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,55-59 years,55-59,Male,M,26
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,60-64 years ,60-64,Female,F,17
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,60-64 years ,60-64,Male,M,22
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,65-69 years,65-69,Male,M,44
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,70-74 years,70-74,Male,M,35
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,75-79 years,75-79,Female,F,19
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,75-79 years,75-79,Male,M,22
,Kidney and Renal Pelvis,29020,New Hampshire,33,2019,2019,80-84 years,80-84,Male,M,19
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,35-39 years,35-39,Male,M,23
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,40-44 years,40-44,Female,F,25
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,40-44 years,40-44,Male,M,31
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,45-49 years,45-49,Female,F,38
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,45-49 years,45-49,Male,M,70
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,50-54 years,50-54,Female,F,52
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,50-54 years,50-54,Male,M,118
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,55-59 years,55-59,Female,F,70
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,55-59 years,55-59,Male,M,167
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,60-64 years ,60-64,Female,F,86
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,60-64 years ,60-64,Male,M,191
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,65-69 years,65-69,Female,F,98
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,65-69 years,65-69,Male,M,191
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,70-74 years,70-74,Female,F,86
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,70-74 years,70-74,Male,M,168
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,75-79 years,75-79,Female,F,61
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,75-79 years,75-79,Male,M,109
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,80-84 years,80-84,Female,F,54
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,80-84 years,80-84,Male,M,78
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,85+ years,85+,Female,F,47
,Kidney and Renal Pelvis,29020,New Jersey,34,2019,2019,85+ years,85+,Male,M,57
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,50-54 years,50-54,Male,M,29
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,55-59 years,55-59,Female,F,16
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,55-59 years,55-59,Male,M,36
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,60-64 years ,60-64,Female,F,23
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,60-64 years ,60-64,Male,M,42
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,65-69 years,65-69,Female,F,18
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,65-69 years,65-69,Male,M,48
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,70-74 years,70-74,Male,M,34
,Kidney and Renal Pelvis,29020,New Mexico,35,2019,2019,75-79 years,75-79,Male,M,31
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,30-34 years,30-34,Female,F,20
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,30-34 years,30-34,Male,M,28
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,35-39 years,35-39,Female,F,33
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,35-39 years,35-39,Male,M,51
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,40-44 years,40-44,Female,F,47
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,40-44 years,40-44,Male,M,98
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,45-49 years,45-49,Female,F,87
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,45-49 years,45-49,Male,M,149
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,50-54 years,50-54,Female,F,130
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,50-54 years,50-54,Male,M,227
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,55-59 years,55-59,Female,F,159
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,55-59 years,55-59,Male,M,376
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,60-64 years ,60-64,Female,F,208
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,60-64 years ,60-64,Male,M,396
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,65-69 years,65-69,Female,F,214
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,65-69 years,65-69,Male,M,451
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,70-74 years,70-74,Female,F,190
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,70-74 years,70-74,Male,M,409
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,75-79 years,75-79,Female,F,160
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,75-79 years,75-79,Male,M,254
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,80-84 years,80-84,Female,F,109
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,80-84 years,80-84,Male,M,180
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,85+ years,85+,Female,F,93
,Kidney and Renal Pelvis,29020,New York,36,2019,2019,85+ years,85+,Male,M,111
,Kidney and Renal Pelvis,29020,North Carolina,37,2019,2019,35-39 years,35-39,Female,F,20
,Kidney and Renal Pelvis,29020,North Carolina,37,2019,2019,35-39 years,35-39,Male,M,27
,Kidney and Renal Pelvis,29020,North Carolina,37,2019,2019,40-44 years,40-44,Female,F,37
,Kidney and Renal Pelvis,29020,North Carolina,37,2019,2019,40-44 years,40-44,Male,M,55
,Kidney and Renal Pelvis,29020,North Carolina,37,2019,2019,45-49 years,45-49,Female,F,35
,Kidney and Renal Pelvis,29020,North Carolina,37,2019,2019,45-49 years,45-49,Male,M,91
,Kidney and Renal Pelvis,29020,North Carolina,37,2019,2019,50-54 years,50-54,Female,F,63
